dog_id,gender,pet_breed,dob,dod,is_neutered
4760,Male,Pit Bull,2017-02-10 00:00:00+00:00,,True
4761,Male,Mixed Breed,2018-07-27 10:34:00+00:00,,True
4762,Male,Dalmatian,2010-07-09 14:03:00+00:00,,True
4763,Female,Chihuahua,2019-05-23 10:10:00+00:00,,True
4764,Male,"Terrier, American Staffordshire",2014-12-07 00:00:00+00:00,,True
4765,Male,"Terrier, Yorkshire",2003-08-05 00:00:00+00:00,2020-04-07T11:22:56.000Z,True
4766,Female,"Shepherd, German",2017-10-09 00:00:00+00:00,,True
4767,Male,Mixed Breed,2017-11-05 00:00:00+00:00,,True
4768,Female,Shiba Inu,2016-12-24 16:27:00+00:00,,True
4769,Male,Great Dane,2015-01-28 00:00:00+00:00,,True
4770,Male,"Spaniel, Cocker",2010-08-17 00:00:00+00:00,,True
4771,Female,"Terrier, Yorkshire",2015-08-14 16:34:00+00:00,,True
4772,Male,Mixed Breed,2015-04-24 14:00:00+00:00,,True
4773,Female,"Pinscher, Miniature",2011-02-06 00:00:00+00:00,,True
4774,Female,Mixed Breed,2015-08-11 00:00:00+00:00,,True
4775,Male,Mixed Breed,2009-07-05 00:00:00+00:00,,True
4776,Male,Cock-A-Poo,2016-07-02 00:00:00+00:00,,True
4777,Male,"Retriever, Labrador",2015-02-28 00:00:00+00:00,,True
4778,Female,"Retriever, Labrador",2015-12-10 00:00:00+00:00,,True
4779,Female,"Spaniel, Cavalier King Charles",2010-07-18 00:00:00+00:00,,True
4780,Female,Pomeranian,2009-04-26 00:00:00+00:00,,True
4781,Female,Great Dane,2014-07-25 00:00:00+00:00,,True
4782,Female,Mixed Breed,2015-12-18 02:00:00+00:00,,True
4783,Male,"Shepherd, German",2012-05-15 16:58:00+00:00,,True
4784,Female,"Dachshund, Long Haired",2008-11-01 00:00:00+00:00,2021-06-02T00:00:00.000Z,True
4785,Female,Australian Cattle Dog,2018-07-08 09:49:00+00:00,,True
4786,Female,Mixed Breed,2018-01-13 17:18:00+00:00,,False
4787,Female,Maltese,2008-09-14 00:00:00+00:00,,True
4788,Male,"Pinscher, Doberman",2016-10-17 16:55:00+00:00,2021-01-04T00:00:00.000Z,True
4789,Male,Weimaraner,2012-05-05 00:00:00+00:00,,True
4790,Male,Pit Bull,2018-12-29 00:00:00+00:00,,True
4791,Male,"Hound, Basset",2012-01-13 11:13:00+00:00,,True
4792,Female,Poodle,2003-10-01 09:09:00+00:00,,True
4793,Male,Husky,2015-07-27 00:00:00+00:00,,True
4794,Male,"Retriever, Labrador",2012-01-18 15:37:00+00:00,,True
4795,Male,"Retriever, Labrador",2014-05-19 14:05:00+00:00,,True
4796,Male,"Bulldog, French",2019-01-14 00:00:00+00:00,,True
4797,Male,"Shepherd, German",2008-04-11 10:35:00+00:00,2021-06-04T09:08:00.000Z,True
4798,Female,Westie,2017-04-16 16:09:00+00:00,,True
4799,Male,"Hound, Basset",2014-05-15 10:49:00+00:00,,True
4800,Male,Chihuahua,2009-06-11 08:23:00+00:00,2019-04-21T11:16:00.000Z,True
4801,Male,"Retriever, Golden",2016-03-25 00:00:00+00:00,2021-05-23T00:00:00.000Z,True
4802,Male,Chihuahua,2016-09-25 13:17:00+00:00,,True
4803,Female,"Dachshund, Long Haired",2006-09-26 00:00:00+00:00,2020-06-03T00:00:00.000Z,True
4804,Female,Keeshond,2007-11-16 00:00:00+00:00,,True
4805,Female,Pit Bull,2010-12-30 00:00:00+00:00,,False
4806,Female,"Shepherd, Australian",2016-10-20 09:48:00+00:00,,True
4807,Female,"Pinscher, Miniature",2015-01-22 12:18:00+00:00,,True
4808,Male,Chihuahua,2012-09-01 00:00:00+00:00,,True
4809,Male,Chinese Shar-Pei,2014-09-05 16:34:00+00:00,,True
4810,Female,Chihuahua,2018-10-31 00:00:00+00:00,,True
4811,Female,Pit Bull,2016-10-10 15:03:00+00:00,,True
4812,Female,Belgian Malinois,2010-09-27 00:00:00+00:00,,True
4813,Male,"Hound, Basset",2010-10-31 00:00:00+00:00,,True
4814,Male,Mixed Breed,2010-06-13 08:45:00+00:00,,True
4815,Male,"Shepherd, German",2018-12-24 00:00:00+00:00,,True
4816,Female,"Retriever, Labrador",2011-10-30 14:13:00+00:00,,True
4817,Male,Chihuahua (Smooth Coat),2013-11-10 18:09:00+00:00,,True
4818,Female,Husky,2017-12-11 10:59:00+00:00,,True
4819,Female,"Retriever, Labrador",2018-07-27 00:00:00+00:00,,True
4820,Male,"Retriever, Labrador",2016-11-30 09:12:00+00:00,,True
4821,Female,"Shepherd, German",2017-03-14 14:00:00+00:00,,True
4822,Male,"Shepherd, German",2018-11-10 15:38:00+00:00,,True
4823,Male,Shih Tzu,2015-02-16 00:00:00+00:00,,True
4824,Male,"Retriever, Labrador",2017-01-20 00:00:00+00:00,,True
4825,Male,"Shepherd, German",2018-03-27 00:00:00+00:00,,False
4826,Female,Sharpei,2017-10-31 00:00:00+00:00,,True
4827,Male,Chihuahua,2013-08-18 00:00:00+00:00,,True
4828,Male,"Bulldog, French",2005-07-08 00:00:00+00:00,2021-03-08T00:00:00.000Z,True
4829,Female,Mixed Breed,2015-02-21 10:52:00+00:00,,True
4830,Female,Pug,2007-12-31 00:00:00+00:00,,True
4831,Female,Akita,2018-09-09 14:34:00+00:00,,False
4832,Male,"Bulldog, French",2014-01-07 13:16:00+00:00,,True
4833,Male,"Terrier, Yorkshire",2017-05-08 00:00:00+00:00,,True
4834,Male,Retriever,2018-04-19 10:01:00+00:00,,True
4835,Female,"Bulldog, American",2015-02-17 17:37:00+00:00,,True
4836,Female,"Shepherd, Australian",2015-02-18 00:00:00+00:00,,True
4837,Male,"Terrier, Yorkshire",2013-08-13 00:00:00+00:00,,True
4838,Female,"Pinscher, Doberman",2006-08-09 00:00:00+00:00,2020-06-19T17:28:00.000Z,True
4839,Male,"Retriever, Golden",2017-03-22 00:00:00+00:00,,True
4840,Female,Husky,2015-08-19 13:03:00+00:00,,True
4841,Male,Pug,2016-11-22 14:00:00+00:00,,True
4842,Male,Husky,2015-09-13 00:00:00+00:00,,True
4843,Male,Shih Tzu,2012-08-28 00:00:00+00:00,,True
4844,Female,Chihuahua,2012-12-26 14:57:00+00:00,,True
4845,Female,"Collie, Border",2013-07-16 17:51:00+00:00,,True
4846,Male,Great Dane,2017-01-10 00:00:00+00:00,,True
4847,Male,"Terrier, Yorkshire",2014-04-20 14:59:00+00:00,,True
4848,Male,Retriever,2013-10-19 00:00:00+00:00,,True
4849,Male,"Retriever, Labrador",2017-08-12 09:29:00+00:00,2021-01-30T15:06:07.000Z,True
4850,Female,"Retriever, Golden",2017-06-28 15:50:00+00:00,,True
4851,Male,"Retriever, Labrador",2010-05-12 15:02:00+00:00,,True
4852,Male,Chihuahua,2017-12-05 00:00:00+00:00,,True
4853,Male,"Shepherd, Australian",2017-12-01 09:00:00+00:00,,True
4854,Male,Basenji,2013-01-11 18:08:00+00:00,,True
4855,Female,Pekingese,2018-01-21 00:00:00+00:00,,True
4856,Male,"Terrier, Yorkshire",2014-03-05 00:00:00+00:00,,True
4857,Male,Maltese,2018-06-23 00:00:00+00:00,,True
4858,Female,Mixed Breed,2017-11-01 00:00:00+00:00,,True
4859,Male,"Bulldog, American",2011-10-19 14:42:00+00:00,,True
4860,Male,Poodle,2013-06-28 00:00:00+00:00,,True
4861,Male,Pit Bull,2016-06-05 12:46:00+00:00,,True
4862,Female,"Poodle, Standard",2016-10-31 13:24:00+00:00,,True
4863,Female,Mixed Breed,2013-10-11 00:00:00+00:00,,True
4864,Male,Chihuahua,2012-06-12 00:00:00+00:00,,True
4865,Male,Pug,2016-01-01 00:00:00+00:00,,True
4866,Male,Akita,2010-06-11 17:53:00+00:00,,True
4867,Female,Rottweiler,2013-05-02 00:00:00+00:00,,True
4868,Female,"Retriever, Labrador",2014-04-26 00:00:00+00:00,,False
4869,Female,Hound,2019-02-28 08:54:00+00:00,,True
4870,Male,Boxer,2016-12-09 00:00:00+00:00,,True
4871,Female,Beagle,2017-04-13 00:00:00+00:00,,True
4872,Male,"Retriever, Labrador",2017-02-01 00:00:00+00:00,,True
4873,Male,"Terrier, Airedale",2012-02-02 14:40:00+00:00,2019-05-25T10:46:38.000Z,True
4874,Male,"Bulldog, French",2014-05-20 16:10:00+00:00,,True
4875,Male,"Bulldog, American",2017-01-15 09:34:00+00:00,,True
4876,Male,Pit Bull,2016-05-20 00:00:00+00:00,,False
4877,Female,Mixed Breed,2009-04-29 00:00:00+00:00,,True
4878,Male,Mixed Breed,2015-01-02 00:00:00+00:00,,True
4879,Male,"Spaniel, Cocker",2013-06-05 00:00:00+00:00,,True
4880,Male,"Shepherd, Australian",2013-07-11 17:06:00+00:00,,True
4881,Male,Schnauzer,2014-08-01 00:00:00+00:00,,True
4882,Female,Pug,2016-06-29 08:48:00+00:00,,True
4883,Female,Australian Cattle Dog,2014-11-07 10:33:00+00:00,,True
4884,Female,Mixed Breed,2014-07-14 12:24:00+00:00,,True
4885,Male,"Terrier, Jack Russell",2014-08-24 10:32:00+00:00,,True
4886,Male,Cock-A-Poo,2015-02-04 13:42:00+00:00,,True
4887,Male,"Terrier, Yorkshire",2016-12-01 00:00:00+00:00,,True
4888,Female,"Retriever, Labrador",2013-04-13 18:10:00+00:00,,True
4889,Female,Pomeranian,2014-05-24 17:12:00+00:00,,True
4890,Female,Chihuahua,2017-08-20 00:00:00+00:00,,True
4891,Male,"Shepherd, German",2015-08-24 10:45:00+00:00,,True
4892,Male,Alaskan Malamute,2017-04-16 11:39:00+00:00,,True
4893,Female,"Terrier, Boston",2014-11-28 00:00:00+00:00,,True
4894,Female,"Bulldog, American",2017-02-02 11:07:00+00:00,,False
4895,Male,Mixed Breed,2017-10-21 16:53:00+00:00,,True
4896,Female,Bulldog,2017-12-23 16:33:00+00:00,,True
4897,Female,Papillon,2010-04-04 00:00:00+00:00,,True
4898,Male,"Shepherd, German",2017-06-26 10:46:00+00:00,,True
4899,Female,"Terrier, Yorkshire",2017-07-14 00:00:00+00:00,,True
4900,Female,Chihuahua,2009-01-14 00:00:00+00:00,,True
4901,Female,Pit Bull,2015-12-10 00:00:00+00:00,,True
4902,Female,"Terrier, American Staffordshire",2015-10-09 00:00:00+00:00,,True
4903,Male,"Retriever, Labrador",2012-12-05 00:00:00+00:00,,True
4904,Female,Maltese,2017-07-19 11:36:00+00:00,,True
4905,Female,"Dachshund, Smooth Haired",2015-12-23 14:29:00+00:00,,False
4906,Female,Welsh Corgi,2009-03-01 00:00:00+00:00,,True
4907,Male,Pomeranian,2003-05-02 16:14:00+00:00,,True
4908,Female,Chinese Crested,2017-01-25 00:00:00+00:00,,True
4909,Female,Bichon Frise,2010-03-27 09:49:00+00:00,,False
4910,Female,Mixed Breed,2017-01-20 12:13:00+00:00,,True
4911,Female,"Shepherd, German",2017-02-14 00:00:00+00:00,,True
4912,Male,"Poodle, Toy",2008-05-13 10:54:00+00:00,,True
4913,Male,Mixed Breed,2013-04-22 00:00:00+00:00,,True
4914,Female,"Collie, Border",2019-01-07 00:00:00+00:00,,True
4915,Male,"Retriever, Labrador",2018-01-26 00:00:00+00:00,,True
4916,Male,"Terrier, American Staffordshire",2010-09-15 00:00:00+00:00,,True
4917,Female,Basenji,2016-02-06 00:00:00+00:00,,True
4918,Male,Terrier,2011-11-28 00:00:00+00:00,,True
4919,Female,Mixed Breed,2012-12-05 00:00:00+00:00,,True
4920,Male,Shih Tzu,2011-07-27 15:37:00+00:00,,True
4921,Female,Mixed Breed,2018-09-05 16:39:00+00:00,,True
4922,Female,Great Pyrenees,2017-09-26 00:00:00+00:00,,True
4923,Female,Shiba Inu,2018-06-28 00:00:00+00:00,,True
4924,Male,Great Dane,2014-06-01 00:00:00+00:00,,True
4925,Female,Beagle,2015-02-06 13:19:00+00:00,,True
4926,Female,"Collie, Border",2016-06-26 00:00:00+00:00,,True
4927,Female,Catahoula Leopard Dog,2015-04-17 00:00:00+00:00,,True
4928,Female,Hound,2013-04-13 00:00:00+00:00,2021-08-16T11:07:00.000Z,True
4929,Female,Mixed Breed,2011-11-22 07:52:00+00:00,,True
4930,Male,"Retriever, Labrador",2018-05-16 18:18:00+00:00,,True
4931,Male,"Terrier, Yorkshire",2010-03-11 14:29:00+00:00,,True
4932,Female,Pit Bull,2010-12-06 15:06:00+00:00,,True
4933,Male,Pit Bull,2015-07-25 00:00:00+00:00,,True
4934,Male,"Retriever, Labrador",2012-09-28 14:39:00+00:00,,True
4935,Male,"Schnauzer, Miniature",2016-02-20 17:38:00+00:00,,True
4936,Female,"Spaniel, American Cocker",2004-05-10 00:00:00+00:00,,True
4937,Male,"Retriever, Golden",2018-07-01 00:00:00+00:00,,True
4938,Male,Pug,2011-11-01 18:42:00+00:00,,True
4939,Female,"Terrier, Boston",2018-04-19 00:00:00+00:00,,True
4940,Male,Pit Bull,2016-04-03 00:00:00+00:00,,True
4941,Male,Mixed Breed,2017-06-20 15:59:00+00:00,,True
4942,Male,Boxer,2017-01-03 00:00:00+00:00,,True
4943,Female,"Dachshund, Smooth Haired",2012-05-15 12:02:00+00:00,,True
4944,Female,"Terrier, Boston",2012-07-12 11:36:00+00:00,,True
4945,Male,"Retriever, Labrador",2008-05-11 00:00:00+00:00,,True
4946,Male,Great Pyrenees,2017-05-23 16:34:00+00:00,,True
4947,Male,Retriever,2018-11-16 14:35:00+00:00,,True
4948,Female,Husky,2016-03-24 00:00:00+00:00,,True
4949,Female,Catahoula Leopard Dog,2016-07-21 00:00:00+00:00,,True
4950,Female,Chihuahua,2015-12-27 15:21:00+00:00,,True
4951,Male,Great Pyrenees,2018-02-06 15:49:00+00:00,,True
4952,Male,"Bulldog, American",2016-02-10 09:28:00+00:00,,True
4953,Female,Shih Tzu,2016-07-22 15:26:00+00:00,,True
4954,Male,"Terrier, Jack Russell",2017-05-11 09:04:00+00:00,,True
4955,Male,"Shepherd, German",2018-10-01 00:00:00+00:00,,True
4956,Male,Husky,2018-11-14 09:16:00+00:00,,True
4957,Male,Pit Bull,2012-04-20 00:00:00+00:00,,True
4958,Male,Rottweiler,2015-02-13 15:57:00+00:00,,True
4959,Female,Shih Tzu,2011-03-14 16:43:00+00:00,,True
4960,Male,"Bulldog, American",2017-04-25 16:31:00+00:00,,False
4961,Male,"Spaniel, Cocker",2013-04-25 00:00:00+00:00,,True
4962,Male,"Schnauzer, Miniature",2005-09-17 00:00:00+00:00,,True
4963,Male,Weimaraner,2010-10-01 15:35:00+00:00,,True
4964,Male,"Terrier, Sealyham",2017-08-03 00:00:00+00:00,,False
4965,Female,Catahoula Leopard Dog,2019-02-17 15:07:00+00:00,,True
4966,Female,Shih Tzu,2010-06-01 13:41:00+00:00,,True
4967,Female,Mastiff,2018-10-16 00:00:00+00:00,,True
4968,Female,"Terrier, Jack Russell",2009-04-26 00:00:00+00:00,,True
4969,Female,Schnauzer,2009-10-29 00:00:00+00:00,,True
4970,Male,"Retriever, Labrador",2019-02-14 00:00:00+00:00,,True
4971,Male,Mastiff,2017-01-14 15:22:00+00:00,2021-03-23T16:17:59.000Z,False
4972,Male,"Retriever, Labrador",2015-09-05 00:00:00+00:00,,True
4973,Male,Retriever,2016-03-17 11:52:00+00:00,,True
4974,Male,Mixed Breed,2017-09-30 09:13:00+00:00,,True
4975,Female,Schnauzer,2009-10-06 00:00:00+00:00,,True
4976,Male,Mixed Breed,2014-07-14 00:00:00+00:00,,True
4977,Female,Siberian Husky,2017-10-29 14:59:00+00:00,,True
4978,Female,"Bulldog, French",2014-01-09 08:57:00+00:00,,True
4979,Male,Papillon,2014-04-12 00:00:00+00:00,,True
4980,Female,"Hound, Plott",2014-01-17 10:13:00+00:00,,True
4981,Female,"Retriever, Golden",2017-12-25 00:00:00+00:00,,True
4982,Male,Catahoula Leopard Dog,2017-10-21 08:12:00+00:00,,True
4983,Female,"Terrier, Bull",2009-04-02 00:00:00+00:00,,True
4984,Female,Pit Bull,2013-06-15 00:00:00+00:00,,True
4985,Male,Rhodesian Ridgeback,2014-08-13 14:26:00+00:00,,True
4986,Female,Shih Tzu,2014-12-05 00:00:00+00:00,,True
4987,Female,"Sheepdog, Maremma",2016-04-03 03:00:00+00:00,,True
4988,Male,"Retriever, Labrador",2014-05-18 11:21:00+00:00,,False
4989,Male,Chihuahua,2018-09-01 00:00:00+00:00,,True
4990,Male,"Terrier, Jack Russell",2014-05-26 07:04:00+00:00,,True
4991,Male,"Shepherd, Australian",2015-07-20 00:00:00+00:00,,True
4992,Female,Schnauzer,2019-01-21 09:48:00+00:00,,True
4993,Female,"Shepherd, Australian",2016-01-14 00:00:00+00:00,,True
4994,Female,"Pinscher, Miniature",2006-05-04 15:57:00+00:00,2020-12-04T16:29:32.000Z,True
4995,Male,Schnauzer,2017-08-23 00:00:00+00:00,,True
4996,Female,"Retriever, Labrador",2016-05-01 16:03:00+00:00,,True
4997,Male,"Mountain Dog, Great Swiss",2017-03-08 17:38:00+00:00,,True
4998,Male,Cock-A-Poo,2015-10-04 15:28:00+00:00,,True
4999,Male,"Retriever, Golden",2017-04-13 09:30:00+00:00,,True
5000,Male,"Retriever, Labrador",2014-04-05 00:00:00+00:00,,True
5001,Male,"Bulldog, American",2018-04-05 00:00:00+00:00,,True
5002,Female,Cock-A-Poo,2014-07-21 00:00:00+00:00,,True
5003,Male,Terrier,2008-05-01 00:00:00+00:00,,True
5004,Female,"Shepherd, German",2016-12-01 14:37:00+00:00,,True
5005,Female,Terrier,2008-06-21 00:00:00+00:00,,True
5006,Male,Maltese,2019-08-27 00:00:00+00:00,,True
5007,Male,Shih Tzu,2010-02-14 15:50:00+00:00,,False
5008,Male,"Retriever, Labrador",2018-05-19 00:00:00+00:00,,True
5009,Male,"Pointer, German Shorthaired",2016-08-13 12:32:00+00:00,,True
5010,Female,"Collie, Border",2011-07-06 14:48:00+00:00,,True
5011,Male,"Shepherd, German",2008-12-27 00:00:00+00:00,2019-06-13T00:00:00.000Z,True
5012,Male,Hound,2015-10-13 00:00:00+00:00,,True
5013,Female,Poodle,2012-01-28 09:56:00+00:00,,True
5014,Female,Husky,2017-05-09 17:01:00+00:00,,True
5015,Male,Alaskan Malamute,2018-08-26 08:50:00+00:00,,True
5016,Male,"Pointer, English",2012-11-11 00:00:00+00:00,,True
5017,Female,"Pinscher, Doberman",2013-04-16 00:00:00+00:00,,True
5018,Male,"Terrier, Boston",2017-07-19 00:00:00+00:00,,True
5019,Male,"Spaniel, Boykin",2017-09-12 00:00:00+00:00,,False
5020,Female,Shepherd,2016-04-01 00:00:00+00:00,,True
5021,Male,"Terrier, Staffordshire Bull",2015-10-11 00:00:00+00:00,,True
5022,Female,Pug,2010-06-15 00:00:00+00:00,,True
5023,Male,"Pinscher, Miniature",2015-12-28 00:00:00+00:00,,True
5024,Male,Terrier,2016-02-15 00:00:00+00:00,,True
5025,Male,"Retriever, Labrador",2018-02-11 00:00:00+00:00,,False
5026,Male,Maltese,2009-01-29 00:00:00+00:00,,True
5027,Male,"Shepherd, German",2016-06-11 00:00:00+00:00,,True
5028,Male,"Retriever, Labrador",2011-12-25 11:16:00+00:00,,True
5029,Male,"Shepherd, German",2017-12-27 16:31:00+00:00,,True
5030,Male,Shih Tzu,2008-10-14 00:00:00+00:00,,True
5031,Male,Bulldog,2017-04-17 00:00:00+00:00,2020-06-17T00:00:00.000Z,False
5032,Male,"Bulldog, French",2016-02-14 00:00:00+00:00,,True
5033,Female,"Shepherd, Australian",2012-09-13 00:00:00+00:00,,True
5034,Female,Shih Tzu,2007-07-28 15:23:00+00:00,,True
5035,Female,Chihuahua,2015-03-17 00:00:00+00:00,,True
5036,Female,Mixed Breed,2017-04-08 14:51:00+00:00,,True
5037,Male,Berger de Picard,2018-01-02 15:35:00+00:00,,True
5038,Female,Chow Chow,2011-05-03 15:42:00+00:00,,True
5039,Female,"Pinscher, Miniature",2010-07-12 16:33:00+00:00,,True
5040,Male,"Shepherd, German",2015-01-24 13:00:00+00:00,,True
5041,Male,"Terrier, Yorkshire",2017-11-05 00:00:00+00:00,,True
5042,Male,Havanese,2014-11-05 00:00:00+00:00,,True
5043,Male,"Bulldog, French",2009-03-13 00:00:00+00:00,,True
5044,Male,Dachshund,2013-07-15 00:00:00+00:00,,True
5045,Female,Mixed Breed,2017-10-05 00:00:00+00:00,,True
5046,Male,Beagle,2016-02-15 00:00:00+00:00,,True
5047,Female,"Terrier, Jack Russell",2007-07-02 00:00:00+00:00,,True
5048,Female,"Shepherd, German",2017-03-06 18:44:00+00:00,,True
5049,Male,"Bulldog, American",2010-09-20 16:51:00+00:00,2021-05-17T17:52:34.000Z,True
5050,Male,Maltese,2008-03-11 00:00:00+00:00,2021-05-08T16:17:41.000Z,True
5051,Female,Husky,2016-06-26 08:20:00+00:00,,True
5052,Male,Corgi,2018-08-14 15:55:00+00:00,,True
5053,Male,Dachshund,2015-12-14 00:00:00+00:00,,True
5054,Male,Dalmatian,2015-03-30 14:31:00+00:00,,True
5055,Male,Pomeranian,2008-08-20 00:00:00+00:00,,True
5056,Female,Shih Tzu,2017-02-19 00:00:00+00:00,,True
5057,Male,Pit Bull,2010-08-02 18:32:00+00:00,,True
5058,Male,"Retriever, Golden",2017-12-22 14:18:00+00:00,,True
5059,Male,Shih Tzu,2017-11-27 00:00:00+00:00,,True
5060,Female,Pit Bull,2014-04-25 17:40:00+00:00,,True
5061,Male,Siberian Husky,2014-08-20 08:11:00+00:00,,True
5062,Male,"Bulldog, American",2015-10-31 10:53:00+00:00,,False
5063,Male,"Shepherd, German",2012-09-15 17:17:00+00:00,,True
5064,Male,"Terrier, Bull",2015-08-21 00:00:00+00:00,,True
5065,Male,Mixed Breed,2009-03-13 00:00:00+00:00,,True
5066,Female,"Terrier, Yorkshire",2016-07-26 00:00:00+00:00,,True
5067,Female,"Retriever, Labrador",2019-02-28 11:41:00+00:00,,True
5068,Male,"Shepherd, Australian",2003-11-10 00:00:00+00:00,2019-11-03T00:00:00.000Z,True
5069,Male,Westie,2011-06-01 00:00:00+00:00,,True
5070,Male,Chihuahua,2005-11-10 00:00:00+00:00,,True
5071,Male,Beagle,2006-01-20 00:00:00+00:00,,True
5072,Male,Chihuahua,2009-06-06 14:04:00+00:00,2021-08-25T00:00:00.000Z,True
5073,Male,"Bulldog, English",2011-03-05 15:16:00+00:00,,True
5074,Male,Boxer,2015-06-19 15:39:00+00:00,,True
5075,Female,"Retriever, Labrador",2012-05-11 15:06:00+00:00,,True
5076,Female,"Shepherd, Australian",2017-12-04 00:00:00+00:00,,True
5077,Female,"Shepherd, German",2017-05-13 09:53:00+00:00,,True
5078,Male,Dachshund,2017-11-10 10:30:00+00:00,,True
5079,Female,"Retriever, Labrador",2011-07-11 00:00:00+00:00,,True
5080,Female,Greyhound,2017-04-01 00:00:00+00:00,,True
5081,Male,"Retriever, Labrador",2015-11-24 00:00:00+00:00,2021-09-01T00:00:00.000Z,True
5082,Female,Mastiff,2014-03-19 00:00:00+00:00,,True
5083,Female,Boxer,2016-01-10 12:45:00+00:00,,True
5084,Male,Terrier,2012-07-06 00:00:00+00:00,,True
5085,Female,"Shepherd, Australian",2014-03-24 16:40:00+00:00,,True
5086,Female,Mixed Breed,2018-11-05 17:35:00+00:00,,True
5087,Male,Saint Bernard,2015-12-25 10:08:00+00:00,,True
5088,Male,Australian Cattle Dog,2017-10-18 00:00:00+00:00,,True
5089,Male,Terrier,2016-09-27 08:11:00+00:00,,True
5090,Female,"Schnauzer, Miniature",2011-11-19 11:31:00+00:00,,True
5091,Male,"Retriever, Golden",2011-04-07 09:28:00+00:00,,True
5092,Female,"Shepherd, Australian",2004-09-29 14:26:00+00:00,2020-08-17T16:40:00.000Z,True
5093,Male,"Retriever, Labrador",2015-12-05 10:24:00+00:00,,True
5094,Male,"Shepherd, German",2015-08-16 00:00:00+00:00,,True
5095,Male,Terrier,2009-10-26 00:00:00+00:00,,True
5096,Female,"Hound, Plott",2016-11-20 11:02:00+00:00,,True
5097,Female,Pit Bull,2010-01-18 14:38:00+00:00,,True
5098,Female,"Bulldog, English",2017-04-27 00:00:00+00:00,,True
5099,Male,Shih Tzu,2007-09-30 11:35:00+00:00,,True
5100,Male,"Retriever, Golden",2018-06-20 00:00:00+00:00,,True
5101,Male,"Shepherd, German",2011-08-30 14:58:00+00:00,,True
5102,Female,"Shepherd, German",2014-12-04 00:00:00+00:00,,True
5103,Male,"Collie, Smooth-Coated",2011-12-27 14:55:00+00:00,,True
5104,Female,Terrier,2011-02-18 00:00:00+00:00,,True
5105,Female,Shiba Inu,2016-11-20 00:00:00+00:00,,True
5106,Female,Alaskan Malamute,2018-12-16 00:00:00+00:00,,True
5107,Female,Corgi,2016-02-17 17:15:00+00:00,,True
5108,Male,Coon Hound,2010-10-10 15:56:00+00:00,,True
5109,Female,Pit Bull,2012-01-19 17:38:00+00:00,,True
5110,Male,"Bulldog, English",2012-01-11 00:00:00+00:00,,True
5111,Male,Mixed Breed,2012-08-28 17:39:00+00:00,,True
5112,Male,Pit Bull,2019-03-17 11:41:00+00:00,,True
5113,Male,Portuguese Water Dog,2009-02-21 16:59:00+00:00,,True
5114,Male,Shih Tzu,2010-10-08 00:00:00+00:00,,True
5115,Male,Pit Bull,2018-08-08 09:36:00+00:00,,True
5116,Female,"Retriever, Labrador",2018-04-04 00:00:00+00:00,,True
5117,Male,Great Pyrenees,2014-06-06 11:50:00+00:00,,True
5118,Female,Great Pyrenees,2017-01-17 00:00:00+00:00,,True
5119,Male,Mixed Breed,2015-07-04 00:00:00+00:00,,True
5120,Male,"Terrier, Soft-Coated Wheaten",2017-06-21 12:57:00+00:00,,True
5121,Male,Chow Chow,2009-08-05 17:14:00+00:00,,True
5122,Male,"Retriever, Labrador",2008-10-20 18:01:00+00:00,,True
5123,Male,"Shepherd, Australian",2016-11-10 00:00:00+00:00,,True
5124,Male,Beagle,2008-12-31 14:53:00+00:00,,True
5125,Male,"Bulldog, American",2013-09-01 00:00:00+00:00,2021-04-23T00:00:00.000Z,True
5126,Male,"Retriever, Labrador",2017-06-12 00:00:00+00:00,,True
5127,Male,"Terrier, Jack Russell",2014-01-28 00:00:00+00:00,,True
5128,Female,"Bulldog, American",2009-09-22 00:00:00+00:00,,True
5129,Female,Alaskan Malamute,2012-03-25 00:00:00+00:00,,True
5130,Female,"Terrier, Yorkshire",2012-10-26 00:00:00+00:00,,True
5131,Female,"Retriever, Labrador",2015-04-12 14:31:00+00:00,,True
5132,Male,"Collie, Border",2014-09-25 08:45:00+00:00,,True
5133,Female,Pit Bull,2012-02-14 12:10:00+00:00,,True
5134,Male,"Terrier, Jack Russell",2011-06-15 11:44:00+00:00,,True
5135,Female,"Retriever, Chesapeake Bay",2011-01-31 14:09:00+00:00,,False
5136,Female,"Retriever, Labrador",2018-08-24 14:15:00+00:00,,True
5137,Female,Pit Bull,2016-05-19 13:44:00+00:00,,True
5138,Male,Pug,2017-08-06 10:07:00+00:00,,True
5139,Male,Pit Bull,2016-12-23 00:00:00+00:00,,True
5140,Male,Beagle,2015-03-19 00:00:00+00:00,,True
5141,Male,Shih Tzu,2009-01-15 15:06:00+00:00,,True
5142,Male,"Retriever, Labrador",2017-05-31 00:00:00+00:00,,True
5143,Male,Great Pyrenees,2017-01-21 09:35:00+00:00,,True
5144,Female,Boxer,2008-12-10 18:02:00+00:00,2021-05-14T14:19:00.000Z,True
5145,Female,Pointer,2015-10-07 00:00:00+00:00,,True
5146,Male,"Shepherd, Australian",2017-10-13 00:00:00+00:00,,False
5147,Male,Chow Chow,2017-05-15 00:00:00+00:00,,True
5148,Female,Mixed Breed,2019-01-13 00:00:00+00:00,,True
5149,Male,Chow Chow,2003-07-22 00:00:00+00:00,2021-02-17T13:03:55.000Z,True
5150,Female,"Bulldog, French",2018-01-19 00:00:00+00:00,,True
